PID,AGE,GENDER,ZIP CODE,COUNTY,PROGRAM START DATE,POSITION,JOB START DATE,JOB TERMINATION DATE,WAGE,HOURS PER WEEK,EDUCATION,Quarter and Year
PID19857,52,female,11233,Brooklyn,2013/1/11,Janitorial Services,2013/3/28,2013/4/19,8,20,11,Q1-2013
PID11177,57,male,11372,Jackson Heights,2012/12/9,Janitorial Services,2013/2/22,,7.25,30,HS Graduate,Q1-2013
PID14215,59,male,11212,Brooklyn,2013/2/14,Janitorial Services,2013/4/30,,15.25,40,HS Graduate,Q2-2013
PID09317,24,male,11233,Brooklyn,2014/1/4,Janitorial Services,2014/3/20,2014/5/29,10,40,HS Graduate,Q1-2014
PID13910,29,female,11226,Brooklyn,2011/5/27,Janitorial Services,2011/8/10,2011/8/12,10,35,HS Graduate,Q3-2011
PID04493,53,male,11210,Brooklyn,2015/2/11,Janitorial Services,2015/4/27,,10.85,40,College,Q2-2015
PID02280,23,female,11226,Brooklyn,2013/2/22,Janitorial Services,2013/5/7,,8,30,HS Graduate,Q2-2013
PID05698,27,male,11221,Brooklyn,2015/5/2,Janitorial Services,2015/7/15,,9.5,20,HS Graduate,Q3-2015
PID04646,35,female,10035,New York,2011/8/1,Janitorial Services,2011/10/14,,7.25,30,HS Graduate,Q4-2011
PID04725,27,female,11226,Brooklyn,2011/8/28,Janitorial Services,2011/11/10,2012/3/1,8,30,HS Graduate,Q4-2011
PID13303,25,female,11217,Brooklyn,2014/2/28,Janitorial Services,2014/5/13,,8,30,HS Graduate,Q2-2014
PID02329,21,male,11694,Rockaway Park,2014/3/14,Janitorial Services,2014/5/27,,8,30,HS Graduate,Q2-2014
PID06261,37,male,11237,Brooklyn,2014/3/20,Janitorial Services,2014/6/2,,12,35,HS Graduate,Q2-2014
PID14237,26,male,11207,Brooklyn,2014/4/9,Janitorial Services,2014/6/22,,11.11,35,HS Graduate,Q2-2014
PID15838,28,male,11691,Far Rockaway,2015/3/28,Janitorial Services,2015/6/10,2015/6/29,8.75,35,HS Graduate,Q2-2015
PID14232,53,female,10452,Bronx,2015/4/6,Janitorial Services,2015/6/19,,15.66,35,HS Graduate,Q2-2015
PID17655,43,male,11207,Brooklyn,2013/6/17,Janitorial Services,2013/8/30,2013/9/6,8,20,HS Graduate,Q3-2013
PID19703,45,male,11691,Far Rockaway,2012/12/23,Janitorial Services,2013/3/7,2013/4/30,10,20,HS Graduate,Q1-2013
PID19874,29,female,11214,Brooklyn,2011/11/7,Janitorial Services,2012/1/20,2012/2/1,8,25,11,Q1-2012
PID04679,51,female,11201,Brooklyn,2014/11/13,Janitorial Services,2015/1/25,,8.75,20,HS Graduate,Q1-2015
PID05699,27,male,11221,Brooklyn,2015/5/3,Janitorial Services,2015/7/15,,9.5,20,HS Graduate,Q3-2015
PID01951,33,male,11430,Jamaica,2015/6/30,Janitorial Services,2015/9/11,,8.75,30,HS Graduate,Q3-2015
PID13950,24,female,11212,Brooklyn,2015/8/14,Janitorial Services,2015/10/26,,8.75,30,HS Graduate,Q4-2015
PID02517,40,male,11422,Rosedale,2013/8/19,Janitorial Services,2013/10/31,2013/11/12,8,30,HS Graduate,Q4-2013
PID03593,21,female,10466,Bronx,2015/5/1,Janitorial Services,2015/7/13,2015/8/14,8.75,25,HS Graduate,Q3-2015
PID00213,22,male,11233,Brooklyn,2014/6/13,Janitorial Services,2014/8/25,,8,35,HS Graduate,Q3-2014
PID12083,45,female,11691,Far Rockaway,2012/7/13,Janitorial Services,2012/9/24,2012/10/31,7.25,35,HS Graduate,Q3-2012
PID09780,44,female,11226,Brooklyn,2015/6/21,Janitorial Services,2015/9/2,,10,35,HS Graduate,Q3-2015
PID18331,45,female,11436,Jamaica,2014/2/2,Janitorial Services,2014/4/16,2014/4/18,10,30,HS Graduate,Q2-2014
PID00032,34,female,11205,Brooklyn,2013/12/20,Janitorial Services,2014/3/2,2014/5/23,8.5,24,9,Q1-2014
PID09241,41,male,10456,Bronx,2015/4/14,Janitorial Services,2015/6/25,2015/7/22,8.75,30,HS Graduate,Q2-2015
PID06622,31,male,11224,Brooklyn,2014/11/11,Janitorial Services,2015/1/22,,8.75,25,HS Graduate,Q1-2015
PID04716,35,male,10465,Bronx,2015/4/25,Janitorial Services,2015/7/6,,9.5,30,HS Graduate,Q3-2015
PID18976,24,male,11226,Brooklyn,2014/8/16,Janitorial Services,2014/10/27,2014/12/20,8,30,HS Graduate,Q4-2014
PID19725,32,male,11216,Brooklyn,2014/6/11,Janitorial Services,2014/8/22,2014/8/26,8,25,11,Q3-2014
PID03301,51,male,11691,Far Rockaway,2013/7/11,Janitorial Services,2013/9/20,,10,30,HS Graduate,Q3-2013
PID07898,45,male,11691,Far Rockaway,2015/1/15,Janitorial Services,2015/3/27,2015/8/12,15,40,HS Graduate,Q1-2015
PID13128,51,female,11226,Brooklyn,2012/4/30,Janitorial Services,2012/7/10,,7.25,25,HS Graduate,Q3-2012
PID01729,27,male,10044,New York,2012/7/18,Janitorial Services,2012/9/27,2012/10/10,9,35,HS Graduate,Q3-2012
PID06442,32,male,10456,Bronx,2014/5/25,Janitorial Services,2014/8/4,2014/8/8,8,30,HS Graduate,Q3-2014
PID17354,44,male,11221,Brooklyn,2013/9/6,Janitorial Services,2013/11/16,,8.75,28,HS Graduate,Q4-2013
PID12060,57,male,11691,Far Rockaway,2012/7/15,Janitorial Services,2012/9/24,2012/10/31,7.98,40,HS Graduate,Q3-2012
PID12097,38,female,11691,Far Rockaway,2012/7/15,Janitorial Services,2012/9/24,2012/10/15,7.25,40,HS Graduate,Q3-2012
PID12102,36,male,11208,Brooklyn,2011/10/19,Janitorial Services,2011/12/29,2012/2/1,7.98,30,HS Graduate,Q4-2011
PID01021,34,male,11220,Brooklyn,2014/10/30,Janitorial Services,2015/1/9,,8.75,25,HS Graduate,Q1-2015
PID13894,37,male,11212,Brooklyn,2013/11/19,Janitorial Services,2014/1/29,2014/2/18,10,35,HS Graduate,Q1-2014
PID16367,23,male,11692,Arverne,2012/2/8,Janitorial Services,2012/4/19,2012/5/14,8,30,HS Graduate,Q2-2012
PID17507,25,female,11691,Far Rockaway,2015/4/27,Janitorial Services,2015/7/7,,8.75,25,HS Graduate,Q3-2015
PID02333,37,female,11208,Brooklyn,2013/12/24,Janitorial Services,2014/3/4,,8,30,HS Graduate,Q1-2014
PID00336,40,male,11236,Brooklyn,2011/5/6,Janitorial Services,2011/7/15,2011/12/8,8,35,HS Graduate,Q3-2011
PID02308,22,male,11692,Arverne,2014/8/21,Janitorial Services,2014/10/30,2015/1/2,8,25,HS Graduate,Q4-2014
PID09709,34,male,11691,Far Rockaway,2012/11/13,Janitorial Services,2013/1/22,,8,30,HS Graduate,Q1-2013
PID05016,58,male,11208,Brooklyn,2013/11/25,Janitorial Services,2014/2/3,2014/2/18,8,30,HS Graduate,Q1-2014
PID05405,19,male,11207,Brooklyn,2015/7/1,Janitorial Services,2015/9/9,2015/10/7,8.75,25,HS Graduate,Q3-2015
PID09789,32,male,11207,Brooklyn,2013/7/10,Janitorial Services,2013/9/18,,8.5,30,HS Graduate,Q3-2013
PID09314,52,male,11432,Jamaica,2011/6/13,Janitorial Services,2011/8/22,2011/11/1,7.25,30,HS Graduate,Q3-2011
PID04683,37,female,11432,Jamaica,2014/9/9,Janitorial Services,2014/11/18,,9,40,HS Graduate,Q4-2014
PID00090,54,male,11235,Brooklyn,2014/10/11,Janitorial Services,2014/12/20,,8.75,40,HS Graduate,Q4-2014
PID10245,26,female,10463,Bronx,2015/1/11,Janitorial Services,2015/3/22,,10,25,HS Graduate,Q1-2015
PID16238,38,male,11233,Brooklyn,2014/12/30,Janitorial Services,2015/3/10,2015/4/24,10,30,HS Graduate,Q1-2015
PID17661,36,male,11207,Brooklyn,2013/1/13,Janitorial Services,2013/3/24,2013/3/27,8,20,HS Graduate,Q1-2013
PID18384,19,female,11413,Springfield Gardens,2015/7/4,Janitorial Services,2015/9/12,2015/9/16,8.75,35,HS Graduate,Q3-2015
PID12274,43,female,11233,Brooklyn,2012/11/6,Janitorial Services,2013/1/14,2013/1/22,9,30,HS Graduate,Q1-2013
PID19025,24,male,11385,Ridgewood,2014/9/12,Janitorial Services,2014/11/20,2014/12/24,8,30,11,Q4-2014
PID04635,43,male,11216,Brooklyn,2011/3/19,Janitorial Services,2011/5/27,,7.25,24,HS Graduate,Q2-2011
PID09393,28,male,11220,Brooklyn,2011/3/20,Janitorial Services,2011/5/28,,7.25,40,11,Q2-2011
PID17259,43,female,11377,Woodside,2012/6/5,Janitorial Services,2012/8/13,,13,20,HS Graduate,Q3-2012
PID03849,32,female,11211,Brooklyn,2013/4/2,Janitorial Services,2013/6/10,,13,35,HS Graduate,Q2-2013
PID04657,28,female,11692,Arverne,2011/5/18,Janitorial Services,2011/7/26,2011/9/4,7.25,20,HS Graduate,Q3-2011
PID17651,47,female,11233,Brooklyn,2013/8/20,Janitorial Services,2013/10/28,,8,30,HS Graduate,Q4-2013
PID02267,39,female,11213,Brooklyn,2014/2/20,Janitorial Services,2014/4/30,,8,30,HS Graduate,Q2-2014
PID17263,33,female,11691,Far Rockaway,2014/8/15,Janitorial Services,2014/10/23,,10,30,HS Graduate,Q4-2014
PID12099,38,female,11226,Brooklyn,2012/7/24,Janitorial Services,2012/10/1,2012/12/5,7.98,40,HS Graduate,Q4-2012
PID09322,29,male,11226,Brooklyn,2014/10/10,Janitorial Services,2014/12/18,,8,25,HS Graduate,Q4-2014
PID14872,46,male,10453,Bronx,2015/6/29,Janitorial Services,2015/9/6,,13.5,40,College,Q3-2015
PID19020,35,male,11223,Brooklyn,2011/6/28,Janitorial Services,2011/9/5,2011/10/10,7.5,20,11,Q3-2011
PID01746,29,female,11434,Jamaica,2011/6/1,Janitorial Services,2011/8/8,2011/9/10,8,30,HS Graduate,Q3-2011
PID19754,26,male,11691,Far Rockaway,2012/9/26,Janitorial Services,2012/12/3,,7.25,20,College,Q4-2012
PID00227,32,male,11207,Brooklyn,2012/12/21,Janitorial Services,2013/2/27,,7.75,40,College,Q1-2013
PID04709,28,male,11205,Brooklyn,2013/4/12,Janitorial Services,2013/6/19,2014/2/19,9,40,HS Graduate,Q2-2013
PID10159,45,male,11207,Brooklyn,2013/5/19,Janitorial Services,2013/7/26,,8.5,20,HS Graduate,Q3-2013
PID10455,40,female,11208,Brooklyn,2013/8/16,Janitorial Services,2013/10/23,,7.25,25,HS Graduate,Q4-2013
PID06737,54,male,11432,Jamaica,2013/3/3,Janitorial Services,2013/5/10,2013/9/27,9,40,HS Graduate,Q2-2013
PID10144,61,female,11385,Ridgewood,2013/9/20,Janitorial Services,2013/11/27,,8.5,40,HS Graduate,Q4-2013
PID00024,38,female,11207,Brooklyn,2013/12/22,Janitorial Services,2014/2/28,,8.5,24,HS Graduate,Q1-2014
PID13859,59,male,11231,Brooklyn,2014/4/2,Janitorial Services,2014/6/9,,10,35,HS Graduate,Q2-2014
PID03601,49,male,11221,Brooklyn,2014/4/9,Janitorial Services,2014/6/16,,13.33,40,HS Graduate,Q2-2014
PID10501,51,female,11221,Brooklyn,2015/7/15,Janitorial Services,2015/9/21,2015/9/29,18,40,Some College,Q3-2015
PID13913,28,male,11206,Brooklyn,2014/7/24,Janitorial Services,2014/9/30,,10,35,HS Graduate,Q3-2014
PID12056,59,female,11693,Far Rockaway,2012/7/18,Janitorial Services,2012/9/24,2012/10/31,7.25,40,HS Graduate,Q3-2012
PID12549,34,male,11422,Rosedale,2014/1/27,Janitorial Services,2014/4/5,2014/5/1,8,20,HS Graduate,Q2-2014
PID09309,34,female,11207,Brooklyn,2015/2/19,Janitorial Services,2015/4/28,,9.5,35,College,Q2-2015
PID15249,23,female,11216,Brooklyn,2015/6/17,Janitorial Services,2015/8/24,,8.75,20,College,Q3-2015
PID17184,55,male,10465,Bronx,2015/7/14,Janitorial Services,2015/9/20,,8.75,30,HS Graduate,Q3-2015
PID19009,43,male,11423,Hollis,2013/9/25,Janitorial Services,2013/12/2,2014/1/13,8,20,11,Q4-2013
PID06600,48,male,11692,Arverne,2015/7/23,Janitorial Services,2015/9/29,,8.75,30,College,Q3-2015
PID02279,24,male,11212,Brooklyn,2014/5/31,Janitorial Services,2014/8/6,,8,25,HS Graduate,Q3-2014
PID00443,41,male,11216,Brooklyn,2013/4/17,Janitorial Services,2013/6/23,,18.5,40,HS Graduate,Q2-2013
PID04593,26,male,11221,Brooklyn,2014/3/13,Janitorial Services,2014/5/19,2014/6/8,8,35,HS Graduate,Q2-2014
PID04675,21,male,11207,Brooklyn,2013/5/27,Janitorial Services,2013/8/2,,7.25,30,HS Graduate,Q3-2013
PID17255,49,male,11691,Far Rockaway,2013/7/27,Janitorial Services,2013/10/2,,10,21,HS Graduate,Q4-2013
PID10148,53,female,11691,Far Rockaway,2013/9/21,Janitorial Services,2013/11/27,,8.5,35,HS Graduate,Q4-2013
PID09244,29,female,11231,Brooklyn,2014/1/23,Janitorial Services,2014/3/31,,12,30,HS Graduate,Q1-2014
PID00980,26,female,11420,South Ozone Park,2014/3/29,Janitorial Services,2014/6/4,,9,37,HS Graduate,Q2-2014
PID12140,29,female,11691,Far Rockaway,2011/7/28,Janitorial Services,2011/10/3,2011/12/15,7.25,30,HS Graduate,Q4-2011
PID02748,25,male,11212,Brooklyn,2014/10/16,Janitorial Services,2014/12/22,,8,25,HS Graduate,Q4-2014
PID13821,58,male,11223,Brooklyn,2014/6/12,Janitorial Services,2014/8/18,2014/8/25,10,40,HS Graduate,Q3-2014
PID18726,45,male,10459,Bronx,2015/2/20,Janitorial Services,2015/4/28,,8.75,30,HS Graduate,Q2-2015
PID18381,25,male,11434,Jamaica,2015/6/23,Janitorial Services,2015/8/29,2015/9/3,8.75,35,HS Graduate,Q3-2015
PID00421,55,male,11434,Jamaica,2014/2/28,Janitorial Services,2014/5/5,2014/9/18,14.04,30,HS Graduate,Q2-2014
PID01723,31,male,11230,Brooklyn,2014/3/22,Janitorial Services,2014/5/27,2014/6/6,10,35,College,Q2-2014
PID02740,58,male,10016,New York,2012/10/9,Janitorial Services,2012/12/14,,7.25,20,HS Graduate,Q4-2012
PID04574,38,male,11207,Brooklyn,2013/3/9,Janitorial Services,2013/5/14,2013/8/1,8,40,HS Graduate,Q2-2013
PID18060,28,female,11226,Brooklyn,2013/11/1,Janitorial Services,2014/1/6,,8,40,HS Graduate,Q1-2014
PID12130,30,female,11691,Far Rockaway,2012/7/22,Janitorial Services,2012/9/26,2012/10/31,7.98,30,HS Graduate,Q3-2012
PID13319,27,female,10465,Bronx,2015/7/4,Janitorial Services,2015/9/8,2015/9/26,8.75,30,HS Graduate,Q3-2015
PID00006,58,female,10030,New York,2014/12/8,Janitorial Services,2015/2/12,,9,25,HS Graduate,Q1-2015
PID00029,35,female,11233,Brooklyn,2014/12/17,Janitorial Services,2015/2/21,,8.75,30,HS Graduate,Q1-2015
PID04620,51,male,11221,Brooklyn,2011/6/29,Janitorial Services,2011/9/2,2011/9/12,8,20,HS Graduate,Q3-2011
PID08467,50,male,11225,Brooklyn,2013/5/11,Janitorial Services,2013/7/15,,10,24,HS Graduate,Q3-2013
PID02434,46,male,11224,Brooklyn,2013/5/28,Janitorial Services,2013/8/1,,10,40,HS Graduate,Q3-2013
PID14230,55,female,11231,Brooklyn,2013/7/27,Janitorial Services,2013/9/30,,9.21,40,HS Graduate,Q3-2013
PID13921,23,male,11213,Brooklyn,2014/1/14,Janitorial Services,2014/3/20,,10,35,HS Graduate,Q1-2014
PID02142,48,male,11419,South Richmond Hill,2014/6/25,Janitorial Services,2014/8/29,,10,40,HS Graduate,Q3-2014
PID13341,43,female,11236,Brooklyn,2013/3/19,Janitorial Services,2013/5/23,2013/7/24,8,35,HS Graduate,Q2-2013
PID06639,25,male,11233,Brooklyn,2015/4/16,Janitorial Services,2015/6/20,,8.75,30,HS Graduate,Q2-2015
PID04684,26,female,10460,Bronx,2015/5/2,Janitorial Services,2015/7/6,,10,20,HS Graduate,Q3-2015
PID17510,23,female,11210,Brooklyn,2013/5/4,Janitorial Services,2013/7/8,2013/8/16,7.25,25,HS Graduate,Q3-2013
PID08422,40,male,10461,Bronx,2015/8/8,Janitorial Services,2015/10/12,,8.75,30,HS Graduate,Q4-2015
PID00338,38,male,11206,Brooklyn,2013/5/14,Janitorial Services,2013/7/17,2013/8/2,8,30,HS Graduate,Q3-2013
PID04720,49,female,11361,Bayside,2012/1/3,Janitorial Services,2012/3/7,,8,30,HS Graduate,Q1-2012
PID02653,23,female,11207,Brooklyn,2013/5/8,Janitorial Services,2013/7/11,2013/9/10,7.25,20,HS Graduate,Q3-2013
PID08767,40,male,11234,Brooklyn,2015/4/12,Janitorial Services,2015/6/15,2015/6/15,10,40,HS Graduate,Q2-2015
PID10150,50,male,11691,Far Rockaway,2013/10/20,Janitorial Services,2013/12/23,2013/12/24,9,28,HS Graduate,Q4-2013
PID08611,40,female,11236,Brooklyn,2014/5/21,Janitorial Services,2014/7/24,,14,30,HS Graduate,Q3-2014
PID12162,25,female,11432,Jamaica,2011/7/19,Janitorial Services,2011/9/21,2011/12/1,7.98,30,HS Graduate,Q3-2011
PID06528,37,male,11225,Brooklyn,2015/2/25,Janitorial Services,2015/4/30,,13,30,HS Graduate,Q2-2015
PID12375,22,female,11233,Brooklyn,2015/5/31,Janitorial Services,2015/8/3,,13,30,HS Graduate,Q3-2015
PID19804,27,female,11209,Brooklyn,2011/5/22,Janitorial Services,2011/7/25,2012/1/10,9,35,HS Graduate,Q3-2011
PID17658,41,male,11429,Queens Village,2013/12/17,Janitorial Services,2014/2/18,,8,20,HS Graduate,Q1-2014
PID13311,40,female,11225,Brooklyn,2015/1/14,Janitorial Services,2015/3/18,,8.75,30,HS Graduate,Q1-2015
PID02324,26,male,11206,Brooklyn,2013/8/14,Janitorial Services,2013/10/16,,8,30,HS Graduate,Q4-2013
PID13860,56,male,11224,Brooklyn,2013/12/16,Janitorial Services,2014/2/17,2014/2/28,10,35,HS Graduate,Q1-2014
PID05622,31,male,11216,Brooklyn,2015/1/26,Janitorial Services,2015/3/30,,27,30,HS Graduate,Q1-2015
PID08762,46,male,10459,Bronx,2015/5/18,Janitorial Services,2015/7/20,,10,40,HS Graduate,Q3-2015
PID00027,37,female,11693,Far Rockaway,2015/6/20,Janitorial Services,2015/8/21,,9,25,HS Graduate,Q3-2015
PID00324,60,male,11212,Brooklyn,2015/1/17,Janitorial Services,2015/3/20,2015/4/16,8.75,40,HS Graduate,Q1-2015
PID01744,35,female,11433,Jamaica,2011/5/29,Janitorial Services,2011/7/30,2011/10/25,8,30,HS Graduate,Q3-2011
PID14254,37,female,11216,Brooklyn,2012/11/29,Janitorial Services,2013/1/30,,10,41,College,Q1-2013
PID03392,23,male,11212,Brooklyn,2014/3/6,Janitorial Services,2014/5/7,2014/7/25,8,30,HS Graduate,Q2-2014
PID04563,44,male,11224,Brooklyn,2014/3/18,Janitorial Services,2014/5/19,2014/6/30,8,35,HS Graduate,Q2-2014
PID04692,55,male,11208,Brooklyn,2015/1/1,Janitorial Services,2015/3/4,2015/6/1,10,25,HS Graduate,Q1-2015
PID02252,36,male,10459,Bronx,2013/12/25,Janitorial Services,2014/2/25,,8,26,HS Graduate,Q1-2014
PID02425,33,male,11205,Brooklyn,2014/2/14,Janitorial Services,2014/4/17,,8,40,HS Graduate,Q2-2014
PID06217,35,female,11691,Far Rockaway,2014/4/1,Janitorial Services,2014/6/2,,8,20,HS Graduate,Q2-2014
PID00448,36,female,11416,Ozone Park,2014/4/24,Janitorial Services,2014/6/25,,14,37,HS Graduate,Q2-2014
PID04545,51,male,11432,Jamaica,2015/3/24,Janitorial Services,2015/5/25,,9,30,HS Graduate,Q2-2015
PID14869,49,male,11233,Brooklyn,2015/7/1,Janitorial Services,2015/9/1,,13.5,40,HS Graduate,Q3-2015
PID06308,38,female,11212,Brooklyn,2015/1/17,Janitorial Services,2015/3/19,,8.75,40,HS Graduate,Q1-2015
PID01725,60,male,11693,Far Rockaway,2013/1/20,Janitorial Services,2013/3/22,2013/3/29,8.5,30,HS Graduate,Q1-2013
PID04803,30,female,11691,Far Rockaway,2013/7/3,Janitorial Services,2013/9/2,,7.25,22,HS Graduate,Q3-2013
PID06621,31,male,11219,Brooklyn,2013/11/17,Janitorial Services,2014/1/17,2014/2/12,8,30,HS Graduate,Q1-2014
PID16226,47,male,11208,Brooklyn,2014/1/9,Janitorial Services,2014/3/11,,9,40,HS Graduate,Q1-2014
PID16228,47,male,11208,Brooklyn,2014/1/9,Janitorial Services,2014/3/11,,9,40,HS Graduate,Q1-2014
PID15099,32,male,11220,Brooklyn,2015/3/15,Janitorial Services,2015/5/15,,13,20,HS Graduate,Q2-2015
PID08536,53,male,11235,Brooklyn,2014/4/25,Janitorial Services,2014/6/24,2014/7/21,8,30,HS Graduate,Q2-2014
PID02330,30,female,10455,Bronx,2012/10/19,Janitorial Services,2012/12/18,2013/1/11,8,30,HS Graduate,Q4-2012
PID03042,23,male,11422,Rosedale,2013/1/26,Janitorial Services,2013/3/27,2013/4/17,8.5,20,HS Graduate,Q1-2013
PID04589,28,female,11224,Brooklyn,2014/3/20,Janitorial Services,2014/5/19,2014/6/13,8,35,HS Graduate,Q2-2014
PID06260,43,male,11206,Brooklyn,2014/6/13,Janitorial Services,2014/8/12,2014/8/21,9,25,HS Graduate,Q3-2014
PID06616,35,male,11212,Brooklyn,2014/6/8,Janitorial Services,2014/8/7,,8,30,HS Graduate,Q3-2014
PID12079,46,female,11693,Far Rockaway,2011/6/9,Janitorial Services,2011/8/8,2011/10/5,7.25,30,HS Graduate,Q3-2011
PID11597,34,female,11411,Cambria Heights,2015/3/15,Janitorial Services,2015/5/14,,8.75,20,HS Graduate,Q2-2015
PID09316,38,male,10466,Bronx,2015/7/4,Janitorial Services,2015/9/2,,8.75,30,HS Graduate,Q3-2015
PID09704,35,male,11691,Far Rockaway,2013/1/19,Janitorial Services,2013/3/19,,7.25,30,HS Graduate,Q1-2013
PID00950,28,female,11691,Far Rockaway,2012/7/2,Janitorial Services,2012/8/30,2013/2/1,7.25,30,HS Graduate,Q3-2012
PID02266,42,female,11212,Brooklyn,2013/3/8,Janitorial Services,2013/5/6,2013/6/10,9,35,HS Graduate,Q2-2013
PID05041,30,male,11206,Brooklyn,2013/3/18,Janitorial Services,2013/5/16,,7.25,30,HS Graduate,Q2-2013
PID04663,26,male,11691,Far Rockaway,2011/3/26,Janitorial Services,2011/5/24,2011/6/20,7.25,20,HS Graduate,Q2-2011
PID14235,43,female,11205,Brooklyn,2013/8/9,Janitorial Services,2013/10/7,,11.11,40,HS Graduate,Q4-2013
PID12165,25,female,11412,Saint Albans,2011/10/21,Janitorial Services,2011/12/19,2012/1/23,7.25,30,HS Graduate,Q4-2011
PID17251,40,female,11203,Brooklyn,2013/10/22,Janitorial Services,2013/12/20,2014/1/14,30,11,HS Graduate,Q4-2013
PID02742,57,female,11226,Brooklyn,2012/11/6,Janitorial Services,2013/1/3,,8,24,HS Graduate,Q1-2013
PID02251,23,male,11433,Jamaica,2015/3/21,Janitorial Services,2015/5/18,2015/9/8,10,24,College,Q2-2015
PID05020,51,male,11205,Brooklyn,2012/12/18,Janitorial Services,2013/2/14,,7.25,30,HS Graduate,Q1-2013
PID02706,47,female,10029,New York,2011/8/20,Janitorial Services,2011/10/17,2012/1/1,8.1,30,HS Graduate,Q4-2011
PID06331,45,female,10032,New York,2013/1/20,Janitorial Services,2013/3/19,,7.25,30,HS Graduate,Q1-2013
PID05050,23,male,11233,Brooklyn,2013/2/16,Janitorial Services,2013/4/15,,7.25,30,HS Graduate,Q2-2013
PID04697,44,female,11213,Brooklyn,2013/5/8,Janitorial Services,2013/7/5,,9,40,HS Graduate,Q3-2013
PID04566,41,male,11201,Brooklyn,2013/3/17,Janitorial Services,2013/5/14,2013/7/1,8,40,HS Graduate,Q2-2013
PID04625,60,male,11412,Saint Albans,2011/9/28,Janitorial Services,2011/11/25,2011/11/26,7.25,20,HS Graduate,Q4-2011
PID09237,56,male,11232,Brooklyn,2013/6/22,Janitorial Services,2013/8/19,,18.27,40,HS Graduate,Q3-2013
PID03307,42,male,11207,Brooklyn,2013/12/11,Janitorial Services,2014/2/7,,11,40,HS Graduate,Q1-2014
PID05230,57,male,11206,Brooklyn,2014/2/1,Janitorial Services,2014/3/31,,9,40,HS Graduate,Q1-2014
PID08751,55,male,11226,Brooklyn,2015/7/4,Janitorial Services,2015/8/31,2015/9/26,10,40,HS Graduate,Q3-2015
PID19745,26,male,11416,Ozone Park,2014/5/24,Janitorial Services,2014/7/21,,8,40,HS Graduate,Q3-2014
PID12065,53,female,11226,Brooklyn,2011/10/25,Janitorial Services,2011/12/22,2012/1/23,7.25,30,HS Graduate,Q4-2011
PID09042,51,male,10457,Bronx,2015/3/7,Janitorial Services,2015/5/4,,15,30,HS Graduate,Q2-2015
PID15679,25,male,10029,New York,2015/4/11,Janitorial Services,2015/6/8,,8.7,35,HS Graduate,Q2-2015
PID13308,52,female,11221,Brooklyn,2015/5/5,Janitorial Services,2015/7/2,,8.75,30,HS Graduate,Q3-2015
PID08979,27,female,11233,Brooklyn,2015/5/10,Janitorial Services,2015/7/7,,15,30,HS Graduate,Q3-2015
PID04677,19,female,11207,Brooklyn,2015/8/17,Janitorial Services,2015/10/14,,8.75,20,HS Graduate,Q4-2015
PID19803,28,female,11220,Brooklyn,2011/8/21,Janitorial Services,2011/10/17,,9,35,HS Graduate,Q4-2011
PID02143,45,male,11206,Brooklyn,2015/8/20,Janitorial Services,2015/10/16,2015/10/27,12,25,HS Graduate,Q4-2015
PID04583,32,female,10452,Bronx,2013/2/19,Janitorial Services,2013/4/17,,8,20,HS Graduate,Q2-2013
PID10154,48,male,11221,Brooklyn,2013/5/30,Janitorial Services,2013/7/26,,8.5,20,HS Graduate,Q3-2013
PID04696,51,male,11354,Flushing,2014/2/14,Janitorial Services,2014/4/12,,9,30,HS Graduate,Q2-2014
PID17693,24,female,11224,Brooklyn,2014/4/25,Janitorial Services,2014/6/21,,12,40,HS Graduate,Q2-2014
PID00048,26,male,11239,Brooklyn,2014/12/31,Janitorial Services,2015/2/26,,8.75,30,HS Graduate,Q1-2015
PID11596,43,male,11434,Jamaica,2015/3/19,Janitorial Services,2015/5/15,,8.75,30,College,Q2-2015
PID08759,48,male,10455,Bronx,2015/5/24,Janitorial Services,2015/7/20,,10,40,HS Graduate,Q3-2015
PID17646,53,male,10456,Bronx,2012/8/3,Janitorial Services,2012/9/28,,7.25,20,HS Graduate,Q3-2012
PID03853,24,female,11429,Queens Village,2012/12/26,Janitorial Services,2013/2/20,,9.5,20,HS Graduate,Q1-2013
PID00979,21,male,11237,Brooklyn,2013/1/4,Janitorial Services,2013/3/1,,7.65,37.5,HS Graduate,Q1-2013
PID11321,33,female,11236,Brooklyn,2013/3/21,Janitorial Services,2013/5/16,,8,35,HS Graduate,Q2-2013
PID04673,23,female,11691,Far Rockaway,2012/5/10,Janitorial Services,2012/7/5,2012/8/2,7.25,20,HS Graduate,Q3-2012
PID04706,33,female,10459,Bronx,2013/5/18,Janitorial Services,2013/7/13,2013/8/5,9,30,HS Graduate,Q3-2013
PID04662,26,female,11208,Brooklyn,2013/5/23,Janitorial Services,2013/7/18,,7.25,30,HS Graduate,Q3-2013
PID13825,32,male,11432,Jamaica,2014/6/26,Janitorial Services,2014/8/21,,9,40,HS Graduate,Q3-2014
PID12416,26,female,11221,Brooklyn,2015/4/28,Janitorial Services,2015/6/23,,9,25,HS Graduate,Q2-2015
PID17659,39,male,11213,Brooklyn,2013/5/24,Janitorial Services,2013/7/19,2013/8/2,8,20,HS Graduate,Q3-2013
PID07057,59,male,11216,Brooklyn,2015/8/26,Janitorial Services,2015/10/20,,17.85,30,HS Graduate,Q4-2015
